,identificationOfVehicle,crimeDate,casualties,crimeLng,crimeLtd,crimeLocation,crimeVictim,crimeVehicle,noOfCriminal,typeOfCrime,Vsr
0,,28 : 7 : 2017,No,24.810707100000002,67.0689859,"Karachi, Pakistan",your friend,bike,2,Mobile snatching,
1,,27 : 7 : 2017,No,24.830757499999997,67.06465234375001,"4th Sunset St, Karachi 75500, Pakistan",you,bike,2,Mobile snatching,
2,,29 : 7 : 2017,No,24.830972499999994,67.06918359375003,"C-31C 24th Commercial St, Karachi 75500, Pakistan",your friend,bike,2,Mobile snatching,
3,,20 : 7 : 2017,Yes,24.831952499999993,67.07371484375004,"Khayban-e-Ittehad Rd, Karachi 75500, Pakistan",stranger, ,more than 3,Robbery,
4,,1 : 8 : 2017,No,24.80208249999999,67.03008984375002,"Harbour Front, Sea View Rd, Karachi, Pakistan",your relative,bike,3,Kidnapping,
5,,2 : 8 : 2017,No,24.834517499999997,67.06622265624999,"South Park Avenue, Karachi, Pakistan",your friend,bike,3,Mobile snatching,
6,,1 : 8 : 2017,No,24.835072500000003,67.07071484375005,"Service Road, Karachi, Pakistan",stranger,bike,2,Kidnapping,
7,,3 : 8 : 2017,Yes,24.83095749999999,67.06529296875,"4th Sunset St, Karachi 75500, Pakistan",your friend,bike,more than 3,Mobile snatching,
8,,3 : 8 : 2017,No,24.832847499999996,67.07209765625002,"21st Commercial St, Karachi 75500, Pakistan",stranger,bike,3,Robbery,
9,,4 : 1 : 1900,Yes,  ,  , ,your relative, ,3,Kidnapping,
10,,29 : 9 : 2017,Yes,24.834252499999998,67.05638671875,"8th S St, Karachi, Pakistan",, ,more than 3,Blast,
11,,30 : 9 : 2017,No,24.833597500000003,67.05655859375001,"8th S St, Karachi, Pakistan",you,bike,2,Mobile snatching,
12,,30 : 9 : 2017,No,24.832902499999996,67.04848828125002,"Circular Ave, Karachi, Pakistan",stranger,bike,2,Mobile snatching,
13,,30 : 9 : 2017,No,24.831232500000006,67.06585546875,"17C Sunset Lane 5, Karachi 75500, Pakistan",,bike,3,Robbery,
14,,27 : 9 : 2017,No,24.853042499999994,67.00790234374999,"Shahrah-e-Liaquat, Karachi, Pakistan",your friend,car,2,Vehicle Snatching,Honda city 
15,,29 : 5 : 2017,No,24.8429252,67.06582089999999,"D.H.A. Phase 1, Karachi, Pakistan",your relative,bike,2,Mobile snatching, 
16,CD-70 bikes ,5 : 10 : 2017,No,24.815505699999996,67.0755327,"Intersection of Khayaban-e-Rahat and Khayaban-e-Ittehad، DHA، Karachi, Pakistan",you,bike,2,Mobile snatching, 
17,,5 : 10 : 2017,No,24.814626600000004,67.0799287,"DG-78, Off Khayaban-e-Tufail, Ph-VII (Ext.), DHA، Karachi 75500, Pakistan",your friend,bike,2,Mobile snatching, 
18,,5 : 10 : 2017,No,24.814626600000004,67.0799287,"DG-78, Off Khayaban-e-Tufail, Ph-VII (Ext.), DHA، Karachi 75500, Pakistan",your friend,bike,2,Mobile snatching, 
19,,16 : 10 : 2017,No,24.831007500000005,67.07033203125003,"Staff Lane 3, Karachi 75500, Pakistan",you, ,2,Mobile snatching, 
20,,21 : 10 : 2017,Yes,24.8299575,67.06898828125001,"Khayaban-e-Jami, Karachi 75500, Pakistan",your friend, ,2,Robbery, 
21,,28 : 12 : 2017,No,24.831917499999996,67.07374609375002,"Khayban-e-Ittehad Rd, Karachi 75500, Pakistan",your friend,bike,2,Mobile snatching, 
22,,22 : 10 : 2017,Yes,24.8317925,67.06819921875005,"4th Sunset St, Karachi 75500, Pakistan",stranger,bike,3,Robbery, 
23,,8 : 10 : 2017,No,24.8338975,67.06933984375003,"Masjid Mehmood Ayaz, Karachi, Pakistan",you,bike,more than 3,Mobile snatching, 
24,,20 : 10 : 2017,No,24.827737500000005,67.06555078125,"Golf Course Road 3, Karachi, Pakistan",you,bike,2,Sexual harassment, 
25,,20 : 10 : 2017,No,24.849292499999997,67.04578515625,"Rafiqi H J Rd, Karachi, Pakistan",you, ,3,Mobile snatching, 
26,,22 : 10 : 2017,Yes,24.8282125,67.07591796875003,"Khayaban-e-Abbasi, Karachi 75500, Pakistan",you, ,1,Mobile snatching, 
27,,4 : 10 : 2017,No,24.834272500000004,67.05629296875001,"Circular Ave, Karachi, Pakistan",stranger,bike,2,Sexual harassment, 
28,,19 : 10 : 2017,Yes,24.8325425,67.07843359375003,"13 Korangi Road, Karachi 75500, Pakistan",stranger,bike,3,Murder, 
29,,22 : 10 : 2017,No,24.859827499999987,67.05262109375002,"Shahrah-e-Faisal Service Rd N, Karachi, Pakistan",your friend,bike,2,Blast, 
30,,21 : 10 : 2017,No,24.8265575,67.07094140625004,"20th Ln, Karachi 75500, Pakistan",you,bike,3,Mobile snatching, 
31,,14 : 10 : 2017,No,24.8433475,67.06962890625003,"10th St E, Karachi, Pakistan",your relative,bike,3,Mobile snatching, 
32,,13 : 10 : 2017,Yes,24.8302725,67.05587109375001,"Sunset Blvd Rd, Karachi, Pakistan",your relative,bike,more than 3,Mobile snatching, 
33,,18 : 10 : 2017,No,24.831777499999994,67.07387109375001,"Khayban-e-Ittehad Rd, Karachi 75500, Pakistan",your friend,bike,2,Robbery, 
34,,22 : 10 : 2017,No,24.83543338716175,67.06616191193461,,you,car,2,Mobile snatching, 
35,,22 : 10 : 2017,Yes,24.807382499999996,67.04368359375,"Khayaban-e-Janbaz, Karachi, Pakistan",you,bike,2,Mobile snatching, 
36,,16 : 10 : 2017,No,24.828267500000003,67.07637109375001,"Khayaban-e-Abbasi, Karachi 75500, Pakistan",stranger,bike,2,Mobile snatching, 
37,,22 : 10 : 2017,No,24.838502499999997,67.07931640625002,"bb 15, Karachi 75500, Pakistan",you,bike,2,Robbery, 
38,,20 : 10 : 2017,No,24.82797250000001,67.06180859375,"Nisar Shaheed Park Rd, Karachi, Pakistan",your friend,bike,2,Mobile snatching, 
39,,21 : 10 : 2017,Yes,24.829202500000005,67.04856640625003,"Street Number 17, Karachi, Pakistan",you, ,more than 3,Robbery, 
40,,14 : 10 : 2017,Yes,24.83946749999999,67.07680859375002,"Street Number 9, Karachi, Pakistan",, ,more than 3,Blast, 
41,,22 : 10 : 2017,No,24.867377499999996,67.08970703125003,"12th Street, Karachi, Pakistan",stranger,bike,more than 3,Murder, 
42,,22 : 10 : 2017,Yes,24.803867500000003,67.05915234375,"Khayaban-e-Seher, Karachi, Pakistan",stranger,bike,3,Sexual harassment, 
43,,22 : 10 : 2017,Yes,24.833512500000005,67.08098828125001,"Expressway, Karachi 75500, Pakistan",your friend,bike,2,Mobile snatching, 
44,,22 : 10 : 2017,No,24.831982500000002,67.04891015625002,"17th S St, Karachi, Pakistan",your friend,bike,3,Mobile snatching, 
45,,6 : 7 : 2017,Yes,24.859672499999995,67.08627734375001,"473-A Mehmoodabad, Karachi 75460, Pakistan",you, ,2,Mobile snatching, 
46,,6 : 9 : 2017,No,24.877572500000007,67.03663671874999,"Karachi, Pakistan",you, ,2,Mobile snatching, 
47,,7 : 10 : 2017,No,24.938047520164705,67.10228422656655,null,you,bike,1,Mobile snatching, 
48,,5 : 10 : 2017,Yes,24.901557500000003,67.03873046874999,"Altaf Ali Barelvi Rd, Karachi, Pakistan",you,bike,2,Mobile snatching, 
49,,3 : 10 : 2017,Yes,24.938047520164705,67.10228422656655,null,you,bike,1,Blast, 
50,,9 : 10 : 2017,Yes,24.901557500000003,67.03873046874999,"Altaf Ali Barelvi Rd, Karachi, Pakistan",stranger,bike,1,Mobile snatching, 
51,,18 : 10 : 2017,Yes,24.858631122210333,67.08798369392753,null,you,bike,3,Mobile snatching, 
52,no,20 : 10 : 1900,No,24.8614622,67.0099388,"Karachi, Pakistan",you,bike,2,Mobile snatching, 
53,,27 : 1 : 1900,No,24.8292933,67.0467912,"Old Sunset Blvd, Karachi, Pakistan",stranger, ,more than 3,Kidnapping, 
54,,12 : 5 : 2017,No,24.827497500000014,67.03983984375002,"Karachi 75500, Pakistan",your friend, ,3,Robbery, 
55,,27 : 1 : 1900,Yes,24.827497500000014,67.03983984375002,"Karachi 75500, Pakistan",stranger, ,more than 3,Kidnapping,
56,,8 : 4 : 2017,No,24.889682500000003,67.09961328125003,"NHS Karsaz Rd, Karachi, Pakistan",you, ,3,Mobile snatching,
57,,6 : 12 : 2016,Yes,24.85526749999999,67.04069921875002,"Shahrah-e-Faisal, Karachi, Pakistan",you,bike,3,Robbery,
58,,31 : 12 : 2015,No,24.8305375,67.04316796875001,"Street #3, Karachi, Pakistan",you, ,3,Murder,
59,,16 : 8 : 2016,No,24.85347749999999,67.07222265625002,"Mehmoodabad No 3, Karachi, Pakistan",your relative,bike,2,Mobile snatching,
60,,16 : 10 : 2015,No,24.837912499999995,67.03746484375002,"Lilly Bridge Rd, Karachi 75500, Pakistan",your friend, ,2,Mobile snatching,
61,,18 : 9 : 2014,No,24.85375249999999,67.04281640625,"JPMC Hospital Rd, Karachi, Pakistan",stranger, ,3,Robbery,
62,,16 : 11 : 2012,Yes,24.837422499999995,67.03041796875002,"Muhammad Ali Bogra Rd, Karachi 75500, Pakistan",your relative, ,3,Mobile snatching,
63,,12 : 1 : 2017,No,24.917687500000007,67.06152734375002,"165/2 Hussainabad Food St, Karachi, Pakistan",your friend,bike,more than 3,Mobile snatching,
64,,17 : 11 : 2016,No,24.82611750000002,67.04725390624999,"7th Gizri St, Karachi, Pakistan",stranger, ,3,Sexual harassment,
65,,14 : 10 : 2016,No,24.8819875,67.05529296875001,"Kashmir Rd, Karachi, Pakistan",your friend, ,1,Mobile snatching,
66,,20 : 12 : 2016,No,24.82438249999999,67.04119140625002,"5th E St, Karachi, Pakistan",stranger, ,2,Mobile snatching,
67,,15 : 7 : 2016,No,24.872977499999998,67.04876953125002,"Kashmir Rd, Karachi, Pakistan",you,bike,2,Mobile snatching,
68,,14 : 8 : 2015,No,24.86341749999999,67.02802734375,"Dr Daud Pota Rd, Karachi, Pakistan",you, ,2,Mobile snatching,
69,,8 : 12 : 2016,Yes,24.8755775,67.06755859375004,"40-43 Darul Aman Street 4, Karachi, Pakistan",you, ,2,Mobile snatching,
70,,13 : 2 : 2016,No,24.89520749999999,67.08012890625001,"Sir Shah Muhammad Suleman Rd, Karachi, Pakistan",your friend, ,2,Mobile snatching,
71,,18 : 3 : 2017,No,24.830492500000016,67.06741796875001,"C-125 24th Commercial St, Karachi 75500, Pakistan",you, ,2,Robbery,
72,,16 : 6 : 2017,No,24.87241749999999,67.05097265625001,"59-M Nazrul Islam Rd, Karachi, Pakistan",your friend, ,2,Mobile snatching,
73,,14 : 12 : 2016,Yes,24.882322500000008,67.04937890625004,"Maulana Muhammad Ali Rd, Karachi, Pakistan",stranger, ,1,Murder,
74,,13 : 11 : 2015,Yes,24.848082499999997,67.03530859375,"Beville St, Karachi, Pakistan",you, ,2,Mobile snatching,
75,,10 : 1 : 2015,Yes,24.862092499999996,67.07118359375004,"Karachi, Pakistan",your friend, ,2,Mobile snatching,
76,,20 : 7 : 2013,Yes,24.858367499999996,67.04764453125001,"Abbasi Shaheed Rd, Karachi, Pakistan",, ,2,Blast,
77,,31 : 12 : 2015,Yes,24.85091749999999,67.04204296875001,"Rafiqi H J Rd, Karachi, Pakistan",your friend, ,3,Mobile snatching,
78,,17 : 1 : 2014,Yes,24.853632499999996,67.02595703125003,"Din Mohammad Wafai Rd, Karachi, Pakistan",your friend,bike,3,Mobile snatching,
79,,30 : 12 : 2016,Yes,24.8451375,67.08608984375003,"Defence View Service Rd, Karachi, Pakistan",you, ,2,Mobile snatching,
80,,6 : 7 : 2015,Yes,24.846467499999996,67.03663671874999,"Dr Daud Pota Rd, Karachi, Pakistan",your friend, ,3,Mobile snatching,
81,,5 : 11 : 2015,Yes,24.8341225,67.07123828125002,"59 12th Commercial St, Karachi 75500, Pakistan",your friend, ,2,Kidnapping,
82,,31 : 12 : 2019,Yes,24.812702499999997,67.05832421875003,"Khayaban-e-Ghazi, Karachi, Pakistan",your friend, ,3,Mobile snatching,
83,,22 : 12 : 2016,No,24.842702499999994,67.04016796875,"McNeil Rd, Karachi, Pakistan",your friend, ,2,Mobile snatching,
84,,6 : 12 : 2017,No,24.87330749999999,67.05858203125003,"Khushal Rd, Karachi, Pakistan",your friend,car,2,Mobile snatching,
85,,13 : 9 : 2012,No,24.8547175,67.08439453125003,"Allama Iqbal Rd, Karachi, Pakistan",your friend, ,2,Mobile snatching, 
86,,11 : 1 : 2017,No,24.85890749999998,67.04608203125001,"Mubarak Shaheed Rd, Karachi, Pakistan",you, ,3,Vehicle Snatching,
87,,15 : 9 : 2017,No,24.84874750000001,67.03638671875001,"Dr Daud Pota Rd, Karachi, Pakistan",your friend, ,3,Mobile snatching,
88,,15 : 9 : 2016,No,24.881232500000007,66.98676953124998,"Unnamed Road, Karachi, Pakistan",your friend, ,1,Mobile snatching,
89,,13 : 10 : 2011,No,24.8873075,67.05212890625002,"Jail Rd, Karachi, Pakistan",your friend, ,3,Mobile snatching, 
90,,31 : 12 : 2015,Yes,24.8613425,67.08338671875002,"Nizam Uddin Aolia Road, Karachi, Pakistan",your friend, ,3,Mobile snatching, 
91,,31 : 12 : 2013,No,24.894442500000004,67.01858984375004,"Manghopir Rd, Karachi, Pakistan",stranger, ,3,Mobile snatching,
92,,14 : 3 : 2014,Yes,24.863697500000008,67.09024609375,"6th St, Karachi, Pakistan",your friend, ,2,Mobile snatching, 
93,,12 : 5 : 2016,No,24.838522500000003,67.02901171875,"Kachi Abadi St, Karachi, Pakistan",you, ,2,Mobile snatching,
94,,9 : 11 : 2016,Yes,24.8673025,67.06794921875003,"Abdul Sattar Masti Khan Rd, Karachi, Pakistan",, ,more than 3,Blast,
95,,20 : 11 : 2009,Yes,24.863352499999998,67.07704296875004,"Shahrah-e-Faisal Service Rd S, Karachi, Pakistan",, ,2,Murder, 
96,,12 : 11 : 2016,No,24.846792500000003,67.03958984375002,"School Rd, Karachi, Pakistan",you, ,3,Mobile snatching, 
97,,12 : 11 : 2016,Yes,24.851797499999996,67.04279296874999,"Rafiqi H J Rd, Karachi, Pakistan",you, ,3,Mobile snatching,
98,,21 : 12 : 2006,Yes,24.850757499999993,67.04605078125,"Rafiqi H J Rd, Karachi, Pakistan",stranger, ,3,Sexual harassment, 
